Mean,Std,Metric,Sheet,Year
28.77777777777778,31.685082364488885,PrgP,passing_2024,2024
22.11111111111111,5.158595846847387,Age,possession_2024,2024
11.311111111111112,10.207404719668517,90s,possession_2024,2024
407.1111111111111,373.04304190148235,Touches,possession_2024,2024
6.888888888888889,7.0789201938651,Def Pen,possession_2024,2024
40.55555555555556,48.1510932147732,Def 3rd,possession_2024,2024
156.22222222222223,143.31414600256474,Mid 3rd,possession_2024,2024
214.88888888888889,202.6940085723086,Att 3rd,possession_2024,2024
49.22222222222222,49.0580721639614,Att Pen,possession_2024,2024
406.55555555555554,372.3771982516891,Live,possession_2024,2024
23.11111111111111,20.966905139078374,Att,possession_2024,2024
9.777777777777779,10.732867484714625,Succ,possession_2024,2024
36.8625,12.581952778256868,Succ%,possession_2024,2024
12.11111111111111,9.905105305402417,Tkld,possession_2024,2024
54.7125,19.58705385124135,Tkld%,possession_2024,2024
234.66666666666666,217.9896786547473,Carries,possession_2024,2024
1326.2222222222222,1332.9378996954226,TotDist,possession_2024,2024
592.3333333333334,612.2217735428886,PrgDist,possession_2024,2024
22.666666666666668,24.804233509624925,PrgC,possession_2024,2024
13.333333333333334,13.257073583562851,1/3,possession_2024,2024
9.88888888888889,9.98053661438658,CPA,possession_2024,2024
29.666666666666668,27.2213151776324,Mis,possession_2024,2024
12.333333333333334,11.586630226256467,Dis,possession_2024,2024
278.1111111111111,253.10889180570308,Rec,possession_2024,2024
69.88888888888889,64.63830993390151,PrgR,possession_2024,2024
